,Lam1,Lam2,Lam3,Lam4,Lam5,Lam6,Lam7,Lam8,Lam9,Lam10,Lam11,MS2,Mn2,vX,Yc,muC,g1p,epsilon,ZL11,ZL12,ZL21,ZL22,ZR11,ZR12,ZR21,ZR22,ZN11,ZN12,ZN21,ZN22,mXi_1,mXi_2,mns_1,mns_2,YnL11,YnL12,YnL13,YnL21,YnL22,YnL23,YnR11,YnR12,YnR13,YnR21,YnR22,YnR23,Omega1,Omega2,SIN1,SIN2,sv,MZp,mh1,mh2,theta,thetaf,T,S,U,g2mu,mChi,TWpSPheno,MZpSPheno,SDN1,SDN2,YX11,YX12,YX21,YX22,cCn3N3,cCe3E3,cCu3U3,cCZpZp,cCh2Zp,cCWW,Xxn3N3,Xxe3E3,Xxu3U3,XxZpZp,Xxh2Zp,Xxxc,XxWW,sv1122,sv1100,sv2211,sv2200
184,0.2581463412202546,0.0040744713270426,0.0056146859769087,0.0023175940197712,0.0831850052136115,2.499963191249975e-05,0.0744967296527751,0.4064246374298671,0.0178713566207945,0.003466117345729,0.1337583986737648,22494939.54445454,1051984.0344384413,961.6630171780228,0.9605518003711548,609.9737141677747,0.0356841471979873,0.0042669457460883,-0.994347928787057,-0.1061706010008882,0.1061706010008882,-0.994347928787057,-0.994347928787057,-0.1061706010008882,0.1061706010008882,-0.994347928787057,-0.9999938494187698,0.0035072959143164,-0.0035072959143164,-0.9999938494187698,788.0559469571364,789.7724834914096,1042.3090861834417,4743.13687026193,0.0,0.1112946170219158,0.0112804669392789,0.0,0.0001964803756639,0.0096813248301501,-1.0773252619845052e-09,-7.793823517700566e-10,1.292809164231627e-09,-1.7507890528537142e-08,-8.352442531278124e-08,-8.871343304738915e-08,0.0666,0.0518,2.326e-12,2.695e-10,3.1100000000000004e-26,308.8394989515511,125.1,277.3610292977972,9.659802949470916e-05,0.106371082260457,6.16229565e-06,-6.4793031e-06,9.31150035e-06,-4.35714264e-14,653.173726428321,0.000199318427,308.845203,7.619e-10,7.619e-10,1.1589369165700223,0.000266494213641,0.000266494213641,1.1614043314340212,5.96e-05,1.72e-09,1.6e-06,0.00255,0.492,1.83e-10,0.00199,5.07e-08,7.34e-07,0.0405,0.379,0.0803,6e-09,5.5691e-05,1.4627,0.26348,1.437
185,0.258146332394738,0.0029595793347109,0.0289483039466796,0.0100967824010441,0.3370553612571667,1.3694118577793056e-05,0.0003611613875314,0.0002432107994302,0.0011561092296698,0.5550413763605659,0.21728463995634,84227401.08547829,1455004.3575608346,750.1446096227124,0.366426230196912,139.73662770736473,0.0156741067599135,0.0006050302767019,-0.8938837377250515,0.4482988550405761,-0.4482988550405761,-0.8938837377250515,-0.8938837377250515,0.4482988550405761,-0.4482988550405761,-0.8938837377250515,-0.999999978482889,0.0002074469125417,-0.0002074469125417,-0.999999978482889,196.26830027664028,297.3627950792484,1206.7667340545347,9186.05493613284,0.0,0.0004697942743794,0.0003249195525182,0.0,0.0008641667494972,0.0081254322365338,-8.57559120671913e-06,-9.075160492241396e-07,1.9497775908836984e-05,-3.644399120898296e-07,-3.1837686129760098e-06,-3.487673713617265e-06,0.0661,0.0435,6.907e-13,8.312e-11,6.38e-28,105.8205815325451,125.1,435.5074740636935,1.4534910248072766e-05,2.676731318955532,-1.93050406e-05,-3.42775029e-06,6.56325351e-06,3.08110467e-14,194.3643228433896,0.000935571384,105.820655,2.341e-10,2.341e-10,0.4083187106257847,-0.0763741126169262,-0.0763741126169262,0.5223015736584624,0.00126,4.51e-09,1.12e-05,0.0448,0.0,7.27e-10,0.0632,1.8e-07,5.03e-06,0.527,0.0,0.235,3.63e-08,0.7543,8.136,1.21,11.7
186,0.2581463326745942,0.0006266770382949,0.3692767859612374,0.4289731302068369,1.5546908726290831,3.6427927828980376e-05,0.0006434543250791,0.0005855250288154,0.026333715590089,0.003693706058199,0.0995220829806288,6151315.167026045,7515038.164559144,522.1233600872449,0.9482893403884556,148.47023831566847,0.0559063819199781,1.1184477780365386e-05,-0.9671099983022732,0.2543585091633019,-0.2543585091633019,-0.9671099983022732,-0.9671099983022732,0.2543585091633019,-0.2543585091633019,-0.9671099983022732,-0.0131775985288091,0.999913171678928,0.999913171678928,0.0131775985288091,355.9684426562011,364.03079503115566,2480.3983538957973,2745.8265665871068,0.0,0.000629264160386,0.1742752359561895,0.0,0.0001443990594408,0.0010049795531591,-2.4243434494810933e-08,5.31761788947218e-09,7.55057531819554e-08,5.369116139961891e-06,5.25432731110869e-06,-7.121890657517547e-06,0.0875,0.0365,1.64e-16,7.905e-15,9.51e-27,262.7102517725548,125.1,651.0212261293709,1.147312332820924e-05,1.313611988510618,0.000103247538,4.41245476e-05,1.23082199e-06,2.16048277e-14,350.1055497641414,7.50255339e-07,262.710263,2.451e-14,2.451e-14,0.9655823127996456,-0.0053718736998468,-0.0053718736998468,0.9845941486894682,0.00671,5.31e-13,2.07e-10,0.124,0.0,1.56e-13,0.131,9.07e-07,4.54e-11,0.308,0.0,0.155,1.29e-12,0.59566,1.5515,0.52527,1.9778
187,0.2581463772467622,0.0001566050464046,0.0014082415812291,0.0028757640501375,0.068086931797777,3.486048745524908e-05,0.0010204306240794,0.080337929074506,0.0338119316023786,0.0038224004864693,0.0493791152000988,2071279.6024825969,6512044.257494594,615.1774885396719,0.5931011212333082,1348.635992867935,0.0253892725105502,1.2654565928873882e-05,-0.922725903586851,-0.3854567509459775,0.3854567509459775,-0.922725903586851,-0.922725903586851,-0.3854567509459775,0.3854567509459775,-0.922725903586851,-0.0373217374054805,0.9993033012639536,0.9993033012639536,0.0373217374054805,438.72651817353454,440.3268830117372,1437.6463112695717,2553.1486613878083,0.0,0.0048951565691524,0.0514883117471259,0.0,0.0661395030502125,0.0011730375339192,1.4017571521317e-09,6.589944628027208e-09,6.414031923325832e-09,5.6151497888072e-10,1.6454393710802082e-10,-1.2936507776591135e-09,0.084,0.0301,4.223e-15,7.14e-15,2.52e-26,140.57018006749578,125.1,160.52117866380306,0.0005219211355311,0.3957027731658354,-8.35814299e-08,-3.49234029e-06,1.40610995e-06,1.40370092e-14,257.9967184009456,4.58810601e-06,140.570169,8.032e-14,8.032e-14,1.009122198976683,0.0013085247244659,0.0013085247244659,1.0117079925790642,0.000232,1.26e-13,2.96e-10,0.00822,0.782,1.83e-14,0.000388,1.45e-09,1.65e-11,0.0129,0.169,0.0263,2.31e-14,3.4942e-15,1.0977,0.35447,2.5683
188,0.2581463317923644,0.0281769968169527,0.144366398890543,0.0002826638426344,0.018859722250309,1.817529221358853e-07,0.013166287148528,0.0008907199217913,0.5864085604454431,0.1389731676690432,0.0513608155988165,58184293.8418266,57288665.60940722,1210.6250225633044,0.9406226204228862,135.39004837435292,0.0411851622576329,8.80631912715667e-06,-0.981156717434322,-0.1932136015748011,0.1932136015748011,-0.981156717434322,-0.981156717434322,-0.1932136015748011,0.1932136015748011,-0.981156717434322,-0.9998615318025984,0.0166408299480978,-0.0166408299480978,-0.9998615318025984,1703.1000942484452,1719.3396820626997,7569.836272148771,7635.717848888868,0.0,0.2200121022307838,0.4029025874283117,0.0,0.0003261466935534,0.0002787047178989,-5.892293118978962e-09,-4.961704873995306e-08,-6.95708878084547e-08,-1.5255007614124629e-06,2.7856020006089805e-05,5.2682903148187945e-05,0.0959,0.0261,5.754e-18,2.899e-16,2.33e-26,448.7380918519814,125.1,166.25598658164995,4.518126805850799e-06,0.1944364161280523,3.40011254e-11,-5.58867391e-09,1.59780539e-07,1.2415857e-14,805.2116818637813,1.84918547e-07,448.738059,9.673e-16,9.673e-16,1.990215443057279,0.0035963042911971,0.0035963042911971,2.007769612477349,0.000207,1.87e-14,5.85e-12,0.00711,0.892,1.98e-15,8.23e-05,6.33e-07,1.07e-13,0.00423,0.087,0.00865,7.58e-16,3.6912e-24,0.9352,0.26519,2.8925
189,0.2581463318177588,0.0019717699024481,0.0001253076203747,0.5098747349872806,0.0397364736645724,6.953117389428099e-07,0.0001715601277783,0.0001715386492968,0.0004275139609304,0.085939231539208,0.1075629833106689,13965046.988034694,37535780.12366025,819.3775982669762,0.7836010489011211,1530.7613368968623,0.0176929049113176,1.092852486982193e-06,-0.7814758474359574,0.6239354933598923,-0.6239354933598923,-0.7814758474359574,-0.7814758474359574,0.6239354933598923,-0.6239354933598923,-0.7814758474359574,-0.0079989502931396,0.9999680078853564,0.9999680078853564,0.0079989502931396,463.7727895634877,513.9294383050232,3740.641843638065,6128.034305635895,0.0,0.0002898287153801,0.0087296416516309,0.0,0.0370771334000649,0.0273364180350274,1.7298719498750163e-08,1.6097013193584125e-07,1.916755217232985e-07,5.518960785496064e-09,3.558923964151914e-09,-7.577887590070104e-09,0.0626,0.0476,7.612e-18,1.028e-16,2.55e-26,130.47452939325677,125.1,163.33480867528982,1.2719832334224456e-05,5.609416690916693,2.86762365e-05,1.03884531e-05,2.44697202e-07,2.11790227e-14,454.00861830986486,5.24300697e-07,130.474493,3.959e-16,3.959e-16,0.8341543161314692,-0.0422099341383833,-0.0422099341383833,0.8533213404381926,7.51e-06,8.85e-17,8.64e-13,0.000592,0.579,7e-18,0.000481,2.01e-11,4.84e-13,0.0215,0.359,0.0386,4.4e-16,0.087876,1.5221,0.21044,1.558
190,0.2581463590300588,0.0030324959439907,0.197623847881687,0.0001767009624516,0.0728896163797245,2.099040335895715e-05,0.2182345665186547,0.0007235148957598,0.5540002201625677,0.0704280851274127,0.941987303726475,70812615.19305836,58177283.93413955,525.2964574949489,0.6242199273065755,374.6479286698794,0.0205100971379843,4.717481292374592e-05,-0.999979467065928,-0.0064082327160379,0.0064082327160379,-0.999979467065928,-0.999979467065928,-0.0064082327160379,0.0064082327160379,-0.999979467065928,-0.9999933276932036,0.0036530219097576,-0.0036530219097576,-0.9999933276932036,240.10353534572104,241.34296315841496,7629.758885965253,8416.608196283825,0.0,0.0218401506334606,0.0007411655304041,0.0,0.8948543011200097,0.0195401976567245,-2.50691438093819e-05,-0.0001178486936832,-0.0001260651822343,6.038300928865373e-07,2.856870230289517e-06,3.066602974446456e-06,0.056,0.0562,2.15e-14,1.409e-12,3.44e-26,96.96493210935212,125.1,141.81994809957598,0.0006083223000254,0.0064082765763381,-8.97829339e-07,-3.42512144e-06,1.64450928e-07,-1.39355764e-13,231.86067878013395,0.000231429195,96.964954,4.216e-12,4.216e-12,0.6464116465949475,2.138262998073222e-05,2.138262998073222e-05,0.649748184728747,3.17e-05,5.29e-13,3.86e-09,0.00158,0.382,8.45e-14,0.00334,3.45e-11,3.81e-09,0.0631,0.468,0.0751,8.73e-12,0.14176,1.8401,0.21439,1.3166
191,0.258254710591616,0.0004321754597543,0.0648033249413038,0.0001144204818742,0.0455485438654912,0.0022204590701458,0.0181537346601581,0.0003019325485587,0.0555965888032332,0.5245263883724063,0.0043301403976899,2864166.9670707704,1796174.814313084,16732.387090985365,0.1696167121497618,1093.4135143098697,0.0012249882480947,0.0005618959217277,-0.988233123976822,-0.152955198260834,0.152955198260834,-0.988233123976822,-0.988233123976822,-0.152955198260834,0.152955198260834,-0.988233123976822,-0.9999982500497924,0.0018708012596711,-0.0018708012596711,-0.9999982500497924,2012.868950353916,2075.4122109427994,2083.0666214537605,8734.566906132319,0.0,0.3984077712826891,0.0001340102955397,0.0,0.0001477692486893,0.3736721882471239,-2.2633916461061408e-10,-2.2952558354139583e-10,2.8526047435382507e-10,-4.12741457159208e-10,-1.872194572841164e-09,-1.8434877506522118e-09,0.118,7.58e-07,4.34e-15,2.638e-14,4.3e-32,184.4727396982272,125.1,3571.0445137912525,0.000718237261042,0.1535579712714564,-7.90536712e-08,-5.78723136e-07,2.1628518e-06,-1.98996063e-13,2006.8344416295008,8.95134744e-05,184.472795,1.235e-13,1.235e-13,0.1702504165101762,0.0007990266440725,0.0007990266440725,0.1752892027719497,1.54e-05,2.47e-08,0.000523,0.00826,0.944,1.92e-06,3.34e-11,3.34e-11,2.13e-14,3.53e-11,4.97e-11,2.18e-10,7.75e-17,2.779,5.26e-05,0.9313,6873000000.0
192,0.2581463317948315,0.0177886780013268,0.1455215421719774,0.0003526250162346,0.0262755272277845,2.347110992270661e-07,0.0001059679648662,0.0004967504527116,0.0001111187837266,0.0002792379457547,0.0003816019537616,5496531.313979265,15133120.4895018,937.4971873585024,0.824844082114034,289.3426044740386,0.0280150443726344,0.0073998204897613,-0.9999988863093752,-0.0014924409568208,0.0014924409568208,-0.9999988863093752,-0.9999988863093752,-0.0014924409568208,0.0014924409568208,-0.9999988863093752,-0.0036946970506468,0.9999931745835589,0.9999931745835589,0.0036946970506468,683.4911248467428,695.8073278273854,2344.467057479593,3890.722355333442,0.0,0.0030268812300743,0.6316398194772386,0.0,0.2191611909916444,0.006550257612549,8.139805880215405e-10,3.836402702940291e-09,4.028692607547858e-09,1.626187499827961e-09,1.4371030157521235e-09,-1.824833456180415e-09,0.0757,0.0471,1.211e-11,1.465e-09,2.6e-26,236.3632851020742,125.1,151.96574131634213,7.278573524212476e-06,0.0014924415108602,3.42483243e-05,-2.34031361e-05,6.50064095e-06,6.68411498e-14,546.7979006604969,0.000634417534,236.376456,4.124e-09,4.124e-09,1.03104571442965,2.772799948621293e-05,2.772799948621293e-05,1.0496246114494732,4.58e-05,6.68e-09,1.23e-05,0.00219,0.626,7.08e-10,0.000922,7.3e-05,3.24e-06,0.0235,0.288,0.0575,1.28e-08,4.1513e-06,1.2554,0.23378,1.3191
193,0.2581467439671627,0.0014581455478303,0.0923720723542077,0.0485028394432298,0.4665344018692616,0.0003908356169336,0.0003678235394424,0.0018352325110336,0.7627264812832426,0.0009114068994823,0.0028702622792906,4474521.514650908,84853250.12104364,403.8914390138173,0.8090539148579224,1317.3154906555758,0.0384582089973524,0.0005514459676426,-0.999945053629789,-0.0104828298335119,0.0104828298335119,-0.999945053629789,-0.999945053629789,-0.0104828298335119,0.0104828298335119,-0.999945053629789,-0.0020180989052622,0.999997963636331,0.999997963636331,0.0020180989052622,247.50855489792784,346.0745644588472,2120.704729257029,9211.83356605305,0.0,0.0063745477668474,0.1704993884421192,0.0,0.000125648623251,0.0065052174457503,1.6840101704799382e-07,1.2655911967784777e-07,-2.2104538356114325e-07,-3.1063332492980527e-06,-1.967408180678862e-06,4.606961873874608e-06,0.0935,0.0151,1.435e-12,1.229e-10,1.78e-26,139.79642985344563,125.1,275.8713219867384,0.0006429114746767,0.0104830218355482,5.1369114e-07,-9.04289223e-06,2.47216488e-07,2.2512203e-14,231.0612474705716,0.000203890311,139.796466,3.576e-10,3.576e-10,0.8666815862580023,0.0036176970600672,0.0036176970600672,1.2117316126941071,0.00248,1.09e-09,1.85e-06,0.0749,0.736,1.56e-10,0.00579,1.84e-09,4.73e-08,0.0414,0.0824,0.0405,3.51e-10,0.051537,1.2271,1.4872,5.0219
194,0.2581463317963934,0.0004587612210562,0.0009256623745939,0.0172479440412111,0.0256652870070239,3.398814952750061e-07,0.8918328798028282,0.0027823038095675,0.004601213367141,0.6606919937757604,0.0005079455249333,6358421.727508861,3112712.0430083843,1174.528692505049,0.9377217511598313,304.66329864275406,0.0108129077705083,0.0019360232528129,-0.814941128238418,-0.5795437494318221,0.5795437494318221,-0.814941128238418,-0.814941128238418,-0.5795437494318221,0.5795437494318221,-0.814941128238418,-0.9999261639920576,0.0121518132033351,-0.0121518132033351,-0.9999261639920576,1203.643020925453,1220.7509679280142,1930.7917318087275,2610.5047687979427,0.0,0.0224736237399677,0.00235294529215,0.0,0.0341557502853163,0.0016555943528926,-1.3848056785179126e-07,-6.892553115551261e-07,-7.391619976945852e-07,8.73729057156947e-08,4.4860840453130774e-07,4.891812160638661e-07,0.078,0.0425,2.384e-12,2.881e-10,2.59e-26,114.30020541442144,125.1,188.1640677882293,4.9753417589184265e-06,0.618168722057966,8.01877023e-05,-1.31147487e-05,4.98485016e-06,4.54922631e-14,778.794046123516,0.00174885513,114.300779,8.111e-10,8.111e-10,1.4561878776890351,0.0097288548921467,0.0097288548921467,1.4629497146500634,5.65e-07,1.45e-10,3.05e-06,0.000123,0.734,4.26e-12,3.53e-06,2.33e-10,3.85e-07,0.00155,0.227,0.0369,2.6e-11,3.0524e-12,1.1572,0.24158,1.5592
195,0.2581466949831512,0.0003657355065279,0.0850943086240954,0.3183133551286615,1.081860143731149,0.0006214168757134,0.0003279574837489,0.0003625559377547,0.0196590124685992,0.01117688239928,0.0195608333565585,30043157.935037736,3625349.988974883,916.4879637263218,0.744080889319445,1191.309389134635,0.050296436252729,1.0371897915938717e-05,-0.999997978597458,-0.0020106717777657,0.0020106717777657,-0.999997978597458,-0.999997978597458,-0.0020106717777657,0.0020106717777657,-0.999997978597458,-0.999984582636856,0.0055528811073909,-0.0055528811073909,-0.999984582636856,902.4646207614156,904.1978933322702,1907.0662073210417,5481.720739738874,0.0,0.0117030857136283,0.0371650878523127,0.0,0.2822716879092986,0.0006506610179505,-3.624172462897319e-09,-1.7298497137428187e-08,-1.5968115592330323e-08,-1.4450882716327163e-10,4.439453534602961e-10,1.0230755777804431e-09,0.0551,0.0613,2.339e-15,2.923e-15,1.21e-26,414.86470595095966,125.1,953.2621112591268,0.0001570197092338,0.0020106731325591,0.000112532885,6.62749529e-05,2.55470987e-06,-1.77900964e-13,482.2052321119935,2.56369271e-07,414.864753,2.731e-15,2.731e-15,1.3925744436002083,5.377685507738688e-06,5.377685507738688e-06,1.3952489989183776,0.00158,1.34e-13,5.47e-11,0.0152,0.0,2.9e-10,0.0143,5.22e-08,6.97e-12,0.191,0.556,0.19,1.57e-13,7.2735e-19,1.7027,0.27206,1.1689
196,0.2581463318027904,0.5723310043104398,0.4934164620020576,0.0028908550381558,1.4746616800919177,4.561016301708674e-06,0.0017578146406273,0.002784892273019,0.2755246684504771,0.3019595254544686,0.0682415383641834,9495478.314020908,41859581.529712014,655.7615281559501,0.756868124789783,1665.5812920439355,0.0542013570886609,0.0039478044389197,-0.9947351420412208,-0.1024792524769398,0.1024792524769398,-0.9947351420412208,-0.9947351420412208,-0.1024792524769398,0.1024792524769398,-0.9947351420412208,-0.0063466915807033,0.9999798595501708,0.9999798595501708,0.0063466915807033,356.72052186995336,375.56944535668856,3093.1300453673875,6471.190393214619,0.0,0.0018741407316614,0.0006273572978192,0.0,0.1665895868534401,0.0001517009773025,5.579356062677152e-07,2.5837188363335485e-06,2.7580912245654346e-06,-4.5765244496660995e-09,-2.6347723214139362e-08,-3.1121616018777505e-08,0.0789,0.0301,3.829e-12,4.631e-10,5.020000000000001e-27,319.883497337828,125.1,796.328266336464,1.1906938800939054e-06,1.6734558051103896,1.52280281e-06,-1.15539998e-05,1.16006578e-06,2.73194232e-14,350.9547718463592,0.000170753307,319.888537,1.304e-09,1.304e-09,0.7697294272454454,0.0041438022799631,0.0041438022799631,0.8095251626874082,0.0138,1.44e-07,2.2e-05,0.0747,0.0,1.79e-08,0.225,2.32e-06,5.47e-06,0.106,0.0,0.104,2.9e-07,1.38,5.948,1.879,9.765
197,0.2581463458627467,0.4212550989571194,0.0003823757575585,0.2026282852061565,1.433384566067704,0.0001416682787463,0.8777051200846323,0.0006504358096106,0.0002088875720411,0.0005267325300553,0.0067919623308621,15359453.688814923,1049743.7566386925,1454.181324076368,0.781119693013222,246.8933306004757,0.0090024611187862,0.0003548680861175,-0.9999886223135191,-0.0047702456446105,0.0047702456446105,-0.9999886223135191,-0.9999886223135191,-0.0047702456446105,0.0047702456446105,-0.9999886223135191,-0.999997418262838,0.0022723264859208,-0.0022723264859208,-0.999997418262838,810.2484983596398,812.2861199915237,1408.4903413674,3919.1945619190647,0.0,0.0004144867055505,0.0255606846480866,0.0,0.0001039304417464,0.1692327365690299,-6.137035389192225e-07,-5.671817166297426e-07,7.661655858593416e-07,9.033405844200596e-08,7.422587376400791e-08,-1.256950427062987e-07,0.0479,0.0656,5.102e-14,5.866e-12,4.55e-28,117.82088262961902,125.1,1741.0046246919585,1.6821464278337503e-05,0.0047702637361461,8.77555183e-05,7.74138906e-05,4.74353611e-06,2.22921096e-14,803.1952879464853,0.000271197965,117.820872,1.659e-11,1.659e-11,0.7879790930286367,9.452697934771602e-06,9.452697934771602e-06,0.7899606210228454,4.77e-06,5.63e-11,1.17e-06,0.0011,0.0,2.88e-12,0.00105,1.44e-06,2.16e-06,0.192,0.0,0.803,3.78e-10,0.6014,7.409,0.2501,4.95
198,0.2581463414639596,0.000302191291193,0.003780776376921,0.1843388921504967,0.1082860375097596,2.890761673607627e-05,0.0115014925289202,0.0006028976791798,0.0186518693646493,0.0108399392474223,0.000235546333926,6281260.836199215,17738264.471508496,844.9701504795269,0.8098827516801652,1139.5172929599075,0.0382295512694016,1.2645025682592892e-05,-0.9995090367613522,-0.0313318597021327,0.0313318597021327,-0.9995090367613522,-0.9995090367613522,-0.0313318597021327,0.0313318597021327,-0.9995090367613522,-0.0122361001720283,0.99992513612399,0.99992513612399,0.0122361001720283,600.9739050981462,790.0184675196676,2506.7866386377978,4213.049890590409,0.0,0.0075415075448876,0.1089234269815285,0.0,0.3323533956637027,0.026339925643402,1.4763718719508163e-09,7.811799512685824e-09,6.963416854820227e-09,2.2802346232789067e-10,9.378438044673363e-11,-4.525708445964792e-10,0.0872,0.0278,9.468e-16,7.483e-16,2.24e-26,290.72546715335346,125.1,278.0530094282981,9.75326571884115e-05,0.0313369883064333,7.54009036e-06,7.68489709e-06,5.16387176e-07,-4.76400871e-14,483.8920858668902,6.75007799e-07,290.725475,9.773e-15,9.773e-15,1.0061514004196996,0.0099085639990715,0.0099085639990715,1.321931168411003,0.000367,8.01e-14,4.74e-11,0.0112,0.803,9.4e-15,0.00177,1.62e-08,3.61e-12,0.0204,0.13,0.0296,4.21e-14,5.3246e-06,1.0888,0.51308,2.7977
